"A1"	"A2"	"A3"	"A4"	"B1"	"B2"	"B3"	"B4"
"Pelagimonas"	0	0	0	0	0.0800640512409928	0	0	0
"Pelagovum"	0	0	0.087260034904014	0	0	0	0	0
"Pelocola"	0	0.0924214417744917	0	0	0	0	0	0
"Pelovirga"	0.308641975308642	0	0.087260034904014	0.1669449081803	0	0	0.107991360691145	0.0707714083510262
"Peribacillus"	0	0.0924214417744917	0	0	0	0	0	0
"Peristeroidobacter"	0.154320987654321	0.0924214417744917	0	0	0	0	0	0
"Perspicuibacter"	0.154320987654321	0.184842883548983	0.523560209424084	0	0.0800640512409928	0.126103404791929	0.107991360691145	0.141542816702052
"Peterkaempfera"	0	0	0.087260034904014	0	0	0	0	0
"Petrimonas"	0	0	0	0.1669449081803	0.0800640512409928	0	0	0
"Petrocella"	0	0	0	0	0.240192153722978	0	0	0
"Phascolarctobacterium"	0	0	0	0.1669449081803	0	0	0	0
"Phenylobacterium"	0	0	0	0.1669449081803	0	0	0	0
"Photobacterium"	0	0	0	0	0.0800640512409928	0.0630517023959647	0.215982721382289	0
"Phototrophicus"	0	0	0.087260034904014	0	0	0	0	0
"Phragmitibacter"	0.154320987654321	0	0	0	0.0800640512409928	0	0	0
"Phycicoccus"	0	0.0924214417744917	0	0	0	0	0	0
"Phycobacter"	0.154320987654321	0	0.174520069808028	0	0.0800640512409928	0	0	0
"Pikeienuella"	0	0	0	0	0	0.0630517023959647	0	0
"Pirellulimonas"	0	0	0	0	0.0800640512409928	0	0	0
"Piscinibacterium"	0	0	0	0	0.0800640512409928	0	0	0
"Pistricoccus"	0.154320987654321	0	0.261780104712042	0	0	0	0.107991360691145	0
"Planococcus"	0.771604938271605	1.57116451016636	0	0	0	0	0	0
"Planomicrobium"	0	0.462107208872458	0	0	0	0	0	0
"Pleionea"	0	0	0.087260034904014	0.1669449081803	0	0	0	0
"Pleomorphochaeta"	0	0	0	0	0	0.0630517023959647	0	0
"Pleomorphomonas"	0	0	0	0.1669449081803	0	0	0	0
"Polyangium"	0	0.0924214417744917	0	0	0	0.0630517023959647	0.107991360691145	0.141542816702052
"Pontibacillus"	0	0	0.087260034904014	0	0	0	0	0
"Pontibacter"	0	0.0924214417744917	0	0	0	0	0	0
"Pontimicrobium"	0	0	0	0	0	0	0	0.0707714083510262
"Pontivivens"	0	0	0.174520069808028	0	0.160128102481986	0.0630517023959647	0	0
"Pontixanthobacter"	0.154320987654321	0	0	0	0	0	0	0
"Poritiphilus"	0	0.184842883548983	0	0	0	0	0	0
"Poseidonibacter"	0	0.0924214417744917	0.087260034904014	0	0	0	0	0.0707714083510262
"Posidoniimonas"	0	0	0	0.1669449081803	0.0800640512409928	0.0630517023959647	0	0
"Priestia"	0	0.55452865064695	0.087260034904014	1.1686143572621	0.0800640512409928	0.252206809583859	1.07991360691145	4.88322717622081
"Propylenella"	0	0	0	0.1669449081803	0	0	0	0
"Proteiniborus"	0	0	0.087260034904014	0	0	0	0	0
"Proteiniclasticum"	0	0	0.349040139616056	0.333889816360601	0	0	0	0.141542816702052
"Pseudacidobacterium"	0	0	0.087260034904014	0.1669449081803	0	0	0	0
"Pseudactinotalea"	0	0	0	0	0	0	0.107991360691145	0
"Pseudahrensia"	0	0	0.174520069808028	0	0.0800640512409928	0	0	0
"Pseudalkalibacillus"	0	0.0924214417744917	0.174520069808028	0.1669449081803	0	0	0	0
"Pseudaminobacter"	0	0	0.087260034904014	0	0	0	0	0
"Pseudemcibacter"	0	0	0.087260034904014	0	0	0	0	0
"Pseudoalteromonas"	0.308641975308642	0	0.087260034904014	0	0	0	0	0
"Pseudobacteriovorax"	0	0	0.087260034904014	0	0	0	0	0
"Pseudobdellovibrio"	0	0	0	0	0.0800640512409928	0	0	0
"Pseudochroococcus"	0	0	0.087260034904014	0	0	0	0	0
"Pseudodesulfovibrio"	0	0	0	0	0	0.0630517023959647	0	0
"Pseudohalioglobus"	0	0.184842883548983	0	0	0.160128102481986	0.0630517023959647	0.215982721382289	0.283085633404105
"Pseudohongiella"	0.154320987654321	0.0924214417744917	0.087260034904014	0	0.320256204963971	0.126103404791929	0.107991360691145	0.353857041755131
"Pseudokordiimonas"	0.308641975308642	0.0924214417744917	0	0.1669449081803	0	0	0	0
"Pseudomarimonas"	0	0	0	0	0	0	0.107991360691145	0.0707714083510262
"Pseudomarivita"	0	0	0	0	0.0800640512409928	0	0	0
"Pseudomonas"	0.308641975308642	0	0.087260034904014	0.1669449081803	0.160128102481986	0.315258511979823	0.323974082073434	0.283085633404105
"Pseudooceanicola"	0.617283950617284	0.184842883548983	0.087260034904014	0	0	0.189155107187894	0	0
"Pseudopontivivens"	0	0	0	0	0.0800640512409928	0	0	0
"Pseudopontixanthobacter"	0	0	0	0.1669449081803	0	0	0	0.0707714083510262
"Pseudoprimorskyibacter"	0	0.0924214417744917	0	0	0	0	0	0
"Pseudoruegeria"	0	0.0924214417744917	0	0	0	0	0	0
"Pseudothauera"	0	0.0924214417744917	0	0	0	0	0	0
"Psychrobacter"	0	0	0.174520069808028	0.1669449081803	0.240192153722978	0.0630517023959647	0	0
"Psychromarinibacter"	0	0	0	0.1669449081803	0	0.0630517023959647	0	0
"Psychromonas"	0.154320987654321	0	0.087260034904014	0	0	0	0	0
"Psychroserpens"	0	0	0	0.1669449081803	0	0	0	0
"Pukyongia"	0	0	0	0	0	0	0.107991360691145	0.141542816702052
"Pukyongiella"	0	0	0.087260034904014	0	0	0	0	0
"Pulveribacter"	0	0	0	0	0	0	0	0.0707714083510262
"Puniceibacterium"	0.154320987654321	0	0.087260034904014	0	0	0	0	0
"Puteibacter"	0.925925925925926	0.55452865064695	0.261780104712042	0	1.52121697357886	1.19798234552333	0.863930885529158	0.707714083510262
"Qingshengfaniella"	0	0	0.087260034904014	0	0	0	0	0
"Qipengyuania"	0	0.277264325323475	0.785340314136126	0.333889816360601	0	0	0.323974082073434	0.0707714083510262
"Racemicystis"	0.154320987654321	0	0	0	0.160128102481986	0.189155107187894	0.107991360691145	0
"Rectinema"	0	0.0924214417744917	0	0	0	0	0	0
"Reinekea"	0	0	0	0	0	0.0630517023959647	0.107991360691145	0.0707714083510262
"Rhabdothermincola"	0.617283950617284	1.1090573012939	0.523560209424084	1.3355592654424	0	0.0630517023959647	0	0.0707714083510262
"Rheinheimera"	0	0.0924214417744917	0	0	0	0	0	0
"Rhizobium"	0.154320987654321	0	0.261780104712042	0	0	0	0.107991360691145	0.0707714083510262
"Rhodocaloribacter"	0.617283950617284	0.739371534195933	0.43630017452007	0.1669449081803	0.0800640512409928	0.189155107187894	0.107991360691145	0.283085633404105
"Rhodocyclus"	0.154320987654321	0.0924214417744917	0	0	0	0.0630517023959647	0.107991360691145	0
"Rhodoferax"	0	0.0924214417744917	0	0	0	0	0	0
"Rhodohalobacter"	0	0	0	0	0	0	0.107991360691145	0
"Rhodoligotrophos"	0.154320987654321	0	0.087260034904014	0.500834724540901	0.0800640512409928	0	0	0.0707714083510262
"Rhodomicrobium"	0	0	0.174520069808028	0.1669449081803	0	0	0	0
"Rhodophyticola"	0	0.0924214417744917	0.174520069808028	0.1669449081803	0	0	0	0
"Rhodoplanes"	0	0	0	0	0	0	0.107991360691145	0
"Rhodosalinus"	0	0	0	0	0	0	0.107991360691145	0
"Rhodovarius"	0	0	0	0	0	0	0	0.0707714083510262
"Robertkochia"	0	0.0924214417744917	0.087260034904014	0.1669449081803	0.160128102481986	0.189155107187894	0.755939524838013	0.0707714083510262
"Robiginitalea"	0.154320987654321	0.55452865064695	0.261780104712042	0.1669449081803	0.320256204963971	0.0630517023959647	0.107991360691145	0.0707714083510262
"Romboutsia"	0.154320987654321	0	0.087260034904014	0.1669449081803	0.240192153722978	0.315258511979823	0	0.212314225053079
"Roseibacterium"	0.154320987654321	0	0	0	0	0	0	0
"Roseibium"	0.154320987654321	0	0.174520069808028	0.1669449081803	0	0	0	0
"Roseiconus"	0	0.184842883548983	0.349040139616056	0	0.0800640512409928	0	0	0
"Roseimaritima"	0.154320987654321	0	0	0	0	0	0	0
"Roseisolibacter"	0	0	0.087260034904014	0.1669449081803	0.0800640512409928	0	0	0
"Roseithermus"	0.308641975308642	0	0	0	0	0.0630517023959647	0	0
"Roseivirga"	1.23456790123457	2.2181146025878	1.30890052356021	0.834724540901502	0.400320256204964	0.567465321563682	0.431965442764579	0.56617126680821
"Roseobacter"	0.154320987654321	0.184842883548983	0.087260034904014	0.1669449081803	0	0.126103404791929	0	0.141542816702052
"Roseovarius"	0.154320987654321	0.0924214417744917	0.174520069808028	0.500834724540901	0	0	0.215982721382289	0.141542816702052
"Rosistilla"	0	0	0	0	0	0.0630517023959647	0	0
"Rossellomorea"	0.154320987654321	0.184842883548983	0	0.1669449081803	0	0	0	0
"Rubripirellula"	0.154320987654321	0.184842883548983	0.174520069808028	0.500834724540901	0	0	0	0
"Rubrivirga"	0.154320987654321	0.277264325323475	0.087260034904014	0	0	0	0	0
"Rubrivivax"	0	0.0924214417744917	0	0	0	0	0.107991360691145	0
"Ruegeria"	0.154320987654321	0	0.174520069808028	0.1669449081803	0	0	0	0
"Ruminiclostridium"	0	0	0	0	0.0800640512409928	0	0.107991360691145	0
"Saccharicrinis"	0	0	0.087260034904014	0	0	0	0	0
"Sagittula"	0.308641975308642	0	0.087260034904014	0.1669449081803	0.160128102481986	0	0.107991360691145	0
"Salaquimonas"	0	0	0.261780104712042	0.1669449081803	0	0.0630517023959647	0.215982721382289	0
"Salegentibacter"	0.154320987654321	0.184842883548983	0	0	0.0800640512409928	0	0	0
"Salibacter"	0	0	0	0	0	0.0630517023959647	0	0
"Salibacterium"	0	0.0924214417744917	0	0	0	0	0	0
"Salinibius"	0	0.0924214417744917	0	0	0	0	0	0
"Salinicola"	0	0.184842883548983	0.087260034904014	0.1669449081803	0.160128102481986	0	0	0.0707714083510262
"Salinimonas"	0	0	0.087260034904014	0	0	0	0	0
"Sedimentibacter"	0	0	0	0.1669449081803	0	0.0630517023959647	0.215982721382289	0.141542816702052
"Sedimentimonas"	0	0	0.087260034904014	0	0	0	0	0
"Sediminihaliea"	0	0	0.174520069808028	0	0	0.126103404791929	0.107991360691145	0.0707714083510262
"Segnochrobactrum"	0	0.0924214417744917	0.174520069808028	0.1669449081803	0	0	0	0
"Seongchinamella"	0	0.0924214417744917	0.261780104712042	0	0.160128102481986	0.315258511979823	0.431965442764579	0.283085633404105
"Sherwoodiella"	0	0.0924214417744917	0	0	0	0	0	0
"Shewanella"	0	0	0	0	0.0800640512409928	0.0630517023959647	0.107991360691145	0
"Shimia"	0	0.0924214417744917	0.087260034904014	0	0	0	0	0
"Shumkonia"	0	0	0.087260034904014	0	0.0800640512409928	0.189155107187894	0	0.0707714083510262
"Sideroxyarcus"	0	0	0.087260034904014	0	0	0	0	0
"Silanimonas"	0.154320987654321	0	0	0	0	0	0	0
"Silicimonas"	0.154320987654321	0.0924214417744917	0.087260034904014	0	0.160128102481986	0	0	0
"Simplicispira"	0.154320987654321	0	0	0	0	0	0	0
"Simulacricoccus"	0	0	0.087260034904014	0	0	0	0	0
"Sinanaerobacter"	0	0.0924214417744917	0.087260034904014	0	0	0	0	0
"Sinocapsa"	0	0.0924214417744917	0	0	0	0	0	0
"Sinorhizobium"	0	0	0	0.333889816360601	0	0	0	0
"Sneathiella"	0	0	0	0	0	0	0.107991360691145	0
"Snuella"	0	0	0.087260034904014	0	0	0	0	0
"Sodalinema"	0	0.184842883548983	0	0	0	0	0	0
"Solibacillus"	0	0	0.087260034904014	0	0	0	0	0
"Sorangium"	0.154320987654321	0	0.087260034904014	0	0	0.189155107187894	0	0
"Spelaeonaias"	6.17283950617284	8.50277264325323	2.61780104712042	2.67111853088481	0	0.378310214375788	0	0.56617126680821
"Sphingomonas"	0	0.0924214417744917	0.087260034904014	0	0	0	0.215982721382289	0
"Spiribacter"	0.154320987654321	0.462107208872458	0.43630017452007	0.333889816360601	0.320256204963971	0.441361916771753	0.107991360691145	0
"Spongiibacter"	0.308641975308642	0.0924214417744917	0.174520069808028	0	0.0800640512409928	0.0630517023959647	0	0
"Sporosarcina"	0	0.0924214417744917	0.087260034904014	0	0	0	0	0
"Steroidobacter"	0	0.0924214417744917	0	0	0	0	0	0
"Sulfidibacter"	0	0	0	0	0.0800640512409928	0	0	0.141542816702052
"Sulfitobacter"	0.308641975308642	0.0924214417744917	0.087260034904014	0	0	0	0	0
"Sulfuriferula"	0	0.0924214417744917	0	0	0	0	0	0
"Sulfuriflexus"	2.9320987654321	2.95748613678373	3.05410122164049	2.83806343906511	3.12249799839872	1.70239596469105	2.91576673866091	2.12314225053079
"Sulfurimonas"	0	0	0	0	0.800640512409928	0.315258511979823	0.323974082073434	0.495399858457183
"Sulfuriroseicoccus"	0	0	0	0	0	0	0	0.0707714083510262
"Sulfurivermis"	0.154320987654321	0	0	0.333889816360601	0	0.126103404791929	0.323974082073434	0.141542816702052
"Sulfurovum"	0.617283950617284	1.84842883548983	0.610820244328098	0.500834724540901	18.9751801441153	33.7326607818411	22.5701943844492	19.3913658881812
"Sunxiuqinia"	0.154320987654321	0	1.39616055846422	1.3355592654424	0.320256204963971	0.189155107187894	0.107991360691145	0.141542816702052
"Symmachiella"	0.308641975308642	0.0924214417744917	0	0.333889816360601	0	0	0	0
"Syntrophobacterium"	0	0.184842883548983	0.087260034904014	0.1669449081803	0.0800640512409928	0	0	0
"Syntrophotalea"	1.38888888888889	0.831792975970425	1.65794066317627	3.50584307178631	4.08326661329063	3.2156368221942	2.91576673866091	3.89242745930644
"Tahibacter"	0	0.0924214417744917	0	0	0	0	0	0
"Tamlana"	0	0	0	0	0	0	0.107991360691145	0
"Tannerella"	0	0	0	0	0.0800640512409928	0	0	0
"Tannockella"	0	0	0	0	0	0	0.215982721382289	0.141542816702052
"Tenacibaculum"	0	0	0	0	0	0	0	0.0707714083510262
"Tepidiforma"	0	0	0.087260034904014	0	0	0	0	0
"Tepidiphilus"	0	0	0	0	0	0	0	0.0707714083510262
"Terrihabitans"	0	0	0	0.1669449081803	0	0	0	0
"Terrilactibacillus"	0	0	0	0	0	0	0	0.0707714083510262
"Terrimonas"	0	0	0	0	0	0.0630517023959647	0	0
"Thalassobaculum"	0	0.0924214417744917	0	0	0	0	0	0
"Thalassococcus"	0	0	0	0	0	0	0	0.0707714083510262
"Thalassotalea"	0.308641975308642	0	0.261780104712042	0	0.320256204963971	1.19798234552333	0.431965442764579	0.495399858457183
"Thauera"	0.308641975308642	0.369685767097967	0.174520069808028	0	0	0.0630517023959647	0	0.141542816702052
"Thermochromatium"	0	0	0	0	0	0.0630517023959647	0	0
"Thermoflavifilum"	0	0	0	0	0	0.0630517023959647	0	0
"Thermohalobaculum"	0.462962962962963	0.0924214417744917	0.261780104712042	0.1669449081803	0.0800640512409928	0.189155107187894	0.107991360691145	0
"Thermopetrobacter"	0	0	0	0.1669449081803	0	0	0	0
"Thermostilla"	0.308641975308642	0	0.174520069808028	0.667779632721202	0.160128102481986	0	0	0.0707714083510262
"Thetidibacter"	0	0.0924214417744917	0	0	0	0	0	0
"Thioclava"	0.154320987654321	0.462107208872458	0.174520069808028	0.1669449081803	0.400320256204964	0	0.215982721382289	0.141542816702052
"Thiogranum"	4.32098765432099	4.80591497227357	2.18150087260035	3.33889816360601	2.56204963971177	2.33291298865069	3.02375809935205	2.26468506723284
"Thiolapillus"	1.08024691358025	0.924214417744917	1.2216404886562	0.667779632721202	0.800640512409928	0.630517023959647	0.863930885529158	0.920028308563341
"Thiomicrorhabdus"	0	0	0	0	0	0	0	0.0707714083510262
"Thiorhodococcus"	0.154320987654321	0.277264325323475	0.174520069808028	0	0	0	0.107991360691145	0
"Thiospirillum"	0.154320987654321	0	0	0	0	0	0.107991360691145	0
"Thiosulfatihalobacter"	0	0.0924214417744917	0	0	0	0	0	0.0707714083510262
"Thiovibrio"	0	0	0	0	0.0800640512409928	0.0630517023959647	0.107991360691145	0.0707714083510262
"Tichowtungia"	0.308641975308642	0	0.261780104712042	0.1669449081803	1.28102481985588	1.19798234552333	0.755939524838013	1.06157112526539
"Tissierella"	0	0	0	0.333889816360601	0	0	0	0.141542816702052
"Trichlorobacter"	0	0	0	0	0	0	0.107991360691145	0
"Trichococcus"	0	0.277264325323475	0.087260034904014	0	0	0	0	0
"Trinickia"	0	0	0.087260034904014	0	0	0.0630517023959647	0	0
"Tritonibacter"	0	0	0.261780104712042	0	0	0.0630517023959647	0	0
"Tropicimonas"	0	0	0	0	0.0800640512409928	0	0	0
"Tsuneonella"	0.154320987654321	0	0.087260034904014	0	0.0800640512409928	0	0	0.0707714083510262
"Uliginosibacterium"	0.154320987654321	0	0	0	0	0	0	0.0707714083510262
"Usitatibacter"	0.154320987654321	0	0	0	0.160128102481986	0.126103404791929	0	0
"Vallitalea"	0	0	0	0	0	0	0	0.141542816702052
"Vannielia"	0.154320987654321	0	0	0	0.0800640512409928	0	0	0
"Variimorphobacter"	0	0	0	0	0	0.0630517023959647	0	0.0707714083510262
"Varunaivibrio"	0	0.0924214417744917	0	0.1669449081803	0.0800640512409928	0	0.215982721382289	0
"Vescimonas"	0.154320987654321	0	0	0	0	0	0.107991360691145	0
"Vibrio"	0.154320987654321	0.184842883548983	0	0.333889816360601	0	0.252206809583859	0.539956803455723	0.0707714083510262
"Vicinamibacter"	0.771604938271605	0.739371534195933	1.2216404886562	2.50417362270451	0.160128102481986	0.315258511979823	0	0.283085633404105
"Vicingus"	0.154320987654321	0.184842883548983	0.087260034904014	0	0	0.252206809583859	0	0.0707714083510262
"Wenzhouxiangella"	6.79012345679012	4.52865064695009	4.10122164048866	4.84140233722871	5.68454763811049	3.08953341740227	3.77969762419006	3.89242745930644
"Wielerella"	0.154320987654321	0	0	0	0	0	0	0
"Williamwhitmania"	0.154320987654321	0	0	0	0	0	0	0
"Winogradskyella"	0	0	0.349040139616056	0	0.320256204963971	0.0630517023959647	0.107991360691145	0
"Wocania"	0	0	0.087260034904014	0	0	0	0	0
"Wukongibacter"	0.154320987654321	0	0	0.1669449081803	0	0	0.107991360691145	0
"Xanthomonas"	0	0	0	0	0	0	0	0.141542816702052
"Xanthovirga"	0	0.0924214417744917	0	0	0	0	0	0
"Xaviernesmea"	0	0	0.087260034904014	0	0	0	0	0
"Yeosuana"	0	0.0924214417744917	0.087260034904014	0	0.0800640512409928	0.126103404791929	0	0.0707714083510262
"Zeaxanthinibacter"	0.308641975308642	0.277264325323475	0	0	0.0800640512409928	0	0	0
"Zhengella"	0	0	0.087260034904014	0	0	0	0	0
"Zhongshania"	0.154320987654321	0	0	0	0	0	0	0
"Zobellella"	0.154320987654321	0.0924214417744917	0	0	0	0	0	0
"Zooshikella"	0	0	0.087260034904014	0	0	0	0	0
